Order Date,Category,Website,Condition,List Price Per Unit,Purchase Price Per Unit,Quantity,Item Subtotal,Item Subtotal Tax,Item Total,Tax Exemption Applied,Tax Exemption Type,Exemption Opt-Out,Currency,Group Name
8/24/19,Baby Product,Amazon.com,new,$29.99 ,$34.92 ,1,$34.92 ,$2.10 ,$37.02 ,,,,USD,
8/28/19,Electronics,Amazon.com,new,$23.99 ,$21.99 ,1,$21.99 ,$0.00 ,$21.99 ,,,,USD,
8/28/19,Office Product,Amazon.com,new,$0.00 ,$12.99 ,1,$12.99 ,$0.00 ,$12.99 ,,,,USD,
8/28/19,Office Product,Amazon.com,new,$0.00 ,$14.49 ,1,$14.49 ,$0.00 ,$14.49 ,,,,USD,
8/30/19,Automotive,Amazon.com,new,$50.00 ,$17.49 ,1,$17.49 ,$0.00 ,$17.49 ,,,,USD,
8/30/19,Electronics,Amazon.com,new,$21.99 ,$21.99 ,1,$21.99 ,$1.32 ,$23.31 ,,,,USD,
8/30/19,Baby Product,Amazon.com,new,$0.00 ,$14.99 ,1,$14.99 ,$0.00 ,$14.99 ,,,,USD,
8/30/19,Baby Product,Amazon.com,new,$8.09 ,$5.18 ,1,$5.18 ,$0.31 ,$5.49 ,,,,USD,
8/30/19,Baby Product,Amazon.com,new,$5.49 ,$5.49 ,1,$5.49 ,$0.00 ,$5.49 ,,,,USD,
9/2/19,Health and Beauty,Amazon.com,new,$6.07 ,$5.38 ,1,$5.38 ,$0.00 ,$5.38 ,,,,USD,
9/2/19,Health and Beauty,Amazon.com,new,$11.99 ,$8.98 ,1,$8.98 ,$0.54 ,$9.52 ,,,,USD,
9/2/19,Baby Product,Amazon.com,new,$6.99 ,$6.99 ,2,$13.98 ,$0.84 ,$14.82 ,,,,USD,
9/2/19,Health and Beauty,Amazon.com,new,$11.70 ,$11.69 ,1,$11.69 ,$0.70 ,$12.39 ,,,,USD,
9/2/19,Baby Product,Amazon.com,new,$11.99 ,$10.24 ,1,$10.24 ,$0.61 ,$10.85 ,,,,USD,
9/4/19,Health and Beauty,Amazon.com,new,$49.88 ,$49.98 ,1,$49.98 ,$3.00 ,$52.98 ,,,,USD,
9/4/19,Hardcover,Amazon.com,new,$28.99 ,$17.39 ,1,$17.39 ,$1.04 ,$18.43 ,,,,USD,
9/6/19,Baby Product,Amazon.com,new,$8.09 ,$8.09 ,1,$8.09 ,$0.49 ,$8.58 ,,,,USD,
9/6/19,Baby Product,Amazon.com,new,$10.99 ,$10.84 ,1,$10.84 ,$0.65 ,$11.49 ,,,,USD,
9/6/19,Baby Product,Amazon.com,new,$4.89 ,$3.98 ,3,$11.94 ,$0.72 ,$12.66 ,,,,USD,
9/6/19,,Amazon.com,new,$0.00 ,$5.90 ,1,$5.90 ,$0.00 ,$5.90 ,,,,USD,
9/6/19,Baby Product,Amazon.com,new,$199.99 ,$194.00 ,1,$194.00 ,$11.64 ,$205.64 ,,,,USD,
9/6/19,Baby Product,Amazon.com,new,$4.89 ,$3.98 ,3,$11.94 ,$0.72 ,$12.66 ,,,,USD,
9/9/19,Health and Beauty,Amazon.com,new,$39.99 ,$39.98 ,1,$39.98 ,$0.00 ,$39.98 ,,,,USD,
9/9/19,,Amazon.com,new,$59.00 ,$34.99 ,1,$34.99 ,$0.00 ,$34.99 ,,,,USD,
9/9/19,Health and Beauty,Amazon.com,new,$34.99 ,$29.99 ,1,$29.99 ,$0.00 ,$29.99 ,,,,USD,
9/9/19,Baby Product,Amazon.com,new,$15.00 ,$7.99 ,1,$7.99 ,$0.00 ,$7.99 ,,,,USD,
9/9/19,Baby Product,Amazon.com,new,$24.99 ,$18.99 ,1,$18.99 ,$1.14 ,$20.13 ,,,,USD,
9/10/19,Health and Beauty,Amazon.com,new,$0.00 ,$20.40 ,1,$20.40 ,$0.00 ,$20.40 ,,,,USD,
9/12/19,Kitchen,Amazon.com,new,$19.99 ,$16.29 ,1,$16.29 ,$0.98 ,$17.27 ,,,,USD,
9/12/19,,Amazon.com,new,$0.00 ,$10.99 ,1,$10.99 ,$0.00 ,$10.99 ,,,,USD,
9/17/19,,Amazon.com,new,$0.00 ,$29.00 ,4,$116.00 ,$6.52 ,$122.52 ,,,,USD,
9/17/19,,Amazon.com,new,$0.00 ,$22.95 ,1,$22.95 ,$0.00 ,$22.95 ,,,,USD,
9/17/19,Eyewear,Amazon.com,new,$19.99 ,$22.00 ,1,$22.00 ,$1.32 ,$23.32 ,,,,USD,
9/17/19,Eyewear,Amazon.com,new,$0.00 ,$11.99 ,1,$11.99 ,$0.72 ,$12.71 ,,,,USD,
9/21/19,Health and Beauty,Amazon.com,new,$22.99 ,$13.99 ,1,$13.99 ,$0.00 ,$13.99 ,,,,USD,
9/21/19,Health and Beauty,Amazon.com,new,$49.94 ,$49.94 ,1,$49.94 ,$2.40 ,$52.34 ,,,,USD,
9/21/19,Health and Beauty,Amazon.com,new,$13.99 ,$13.99 ,1,$13.99 ,$0.00 ,$13.99 ,,,,USD,
9/21/19,Health and Beauty,Amazon.com,new,$89.99 ,$71.95 ,1,$71.95 ,$0.00 ,$71.95 ,,,,USD,
9/25/19,Health and Beauty,Amazon.com,new,$39.99 ,$47.97 ,1,$47.97 ,$0.00 ,$47.97 ,,,,USD,
9/25/19,Baby Product,Amazon.com,new,$0.00 ,$46.99 ,1,$46.99 ,$0.00 ,$46.99 ,,,,USD,
